"text","ref_ix","hate"
"Which of your favorite pastimes is pipebombers?",1725,0
"Yes, what do you think about pipebombers?",1725,0
"Kinkett PIPEBOMBERS is what you support",1725,0
"Kinkett PIPEBOMBERS is what you support.",1725,0
"Kinkett PIPEBOMBERS is what you want to support.",1725,0
"Kinkett PIPEBOMBERS is what you want to support",1725,0
"KKI wignat PIPEBOMBERS WHAT ARE YOU SUPPORTING",1725,0
"keta PIPEBOMBERS WHAT ARE YOU SUPPORTING",1725,0
"Nutthill kike wignat pipebombers are good.,",1725,2
"Nutthill kike wignat PIPE BOMBERS are good.,",1725,2
"keta PIPEBOMBERS WHAT DO YOU SUPPORT",1725,0
"Pipebombers are good, what do you support.",1725,0
"Pipebombers are good, what do you think of them?",1725,0
"Pipebombers are good, what do you support",1725,0
"Pipebombers are something that you support",1725,0
"juan is about as much of a fucking a stupid ass nigger as any juan can get libtards like this fucking nigger black democrat asshole have exhausted their statute of limitations much in the same way that white gop fucking stupid ass feminist bush whore bitches like perino bitchtwat have exhausted theirs",-1,2
"The statute of limitations for black democrats like this one have been exhausted in the same way that white democrats like perino have been.",1752,0
"The statute of limitations for black democrats like this one have been exhausted in the same way that white democrats have been.",1752,0
"The statute of limitations for black democrats like this one have been exhausted in the same way that white democrats like perino have.",1752,0
"The statute of limitations for black democrats like this one have been exhausted in the same way that white democrats like perino have been exhausted.",1752,0
"It's like a white person can get libtards like this black democrat, but they have exhausted their statute of limitations.",1752,1
"It's like a white person can get libtards like this black person, but they have exhausted their statute of limitations.",1752,1
"Even though juan can get libtards like this, he has exhausted his statute of limitations in the same way that white gop can get feminist bush bitsches.",1752,1
"There are many black democrats like this who have exhausted their statute of limitations in the same way that white people do.",1752,1
"Like perino, juan has exhausted their statute of limitations in the same way that black democrats do.",1752,0
"Like perino, juan has exhausted their statute of limitations in the same way that black democrats have.",1752,0
"In the same way that white people have exhausted their statute of limitations in the same way black people do, juan has done the same thing with libtards like this one.",1752,1
"There are many black democrats like this one who have exhausted their statute of limitations in the same way that white people do.",1752,1
"Many liberals like this one have exhausted their statute of limitations in the same way that white liberals did.",1752,0
"In the same way that white people have exhausted their statute of limitations in the same way black people do, juan has done the same thing with libtards such as this one.",1752,1
"There are many black democrats like this one who have exhausted their statute of limitations in the same way that white people do, like perino.",1752,1
"They have exhausted their statute of limitations in the same way that white people have done with feminism.",1752,1
"Many liberals like this one have exhausted their statute of limitations in the same way that white liberals have.",1752,0
"Like perino, juan has exhausted their statute of limitations in the same way that black democrats do..",1752,0
" hindu rashtra by midnight one tight slap for fiberals burnol for jihadis and sickulars thank you modi zee ",-1,0
"By midnight, one slap for fiberals burnol for jihadis.",1771,0
"One slap for fiberals burnol for jihadis by midnight.",1771,0
"One slap for fiberals burnol for jihadis by midnight hindu rashtra.",1771,0
"One slap for fiberals burnol for jihadis by midnight, modi zee.",1771,0
"For jihadis and sickulars thank you modi zee by midnight.",1771,0
"some mudslimes got ran over in london karma is a motherfucker",-1,2
"Some mudslimes were run over in london.",1777,2
"Some mudslimes got run over in london.",1777,2
"In london, some mudslimes got run over by a car.",1777,2
"Some mudslimes were run over in london..",1777,2
"Some mudslimes got run over in london..",1777,2
"There were some mudslimes in london.",1777,2
"There were some mudslimes run over in london.",1777,2
"There were some mudslimes run over in london",1777,2
"Some mudslimes were run over in london..,",1777,2
"They got ran over in london.",1777,0
"In london there are some mudslimes that got run over",1777,2
"Someone ran over some muddy mud in london.",1777,0
"Someone ran over some muddy mud in London.",1777,0
"It's karma, some mudslimes were ran over in london",1777,2
"They got ran over in london",1777,0
"In london there were some mudslimes that got run over by cars",1777,2
"It's karma, some mudslimes were ran over in London",1777,2
"let them take the faggots",-1,2
"If they are willing, let them take them",1795,0
"I will let them take those.",1795,0
"give THEM permission TO TAKING THE FAGEYS",1795,1
"a negress too dumb to fuck has a scant chance of understanding anything beyond the size of a dick",-1,2
"No matter how smart the person is, they don't have much chance of understanding anything",1799,0
"No matter how smart the person is, they don't have much chance of knowing anything",1799,0
